expression,reading,level
伯母,おば,JLPT JLPT_2
叔母,おば,JLPT JLPT_2
小母さん,おばさん,JLPT JLPT_2
おはよう,おはよう,JLPT JLPT_2
お参り,おまいり,JLPT JLPT_2
お待たせしました,おまたせしました,JLPT JLPT_2
お待ちください,おまちください,JLPT JLPT_2
おまちどおさま,おまちどおさま,JLPT JLPT_2
おめでたい,おめでたい,JLPT JLPT_2
思い掛けない,おもいがけない,JLPT JLPT_2
思い切り,おもいきり,JLPT JLPT_2
思い込む,おもいこむ,JLPT JLPT_2
思いっ切り,おもいっきり,JLPT JLPT_2
重たい,おもたい,JLPT JLPT_2
お休み,おやすみ,JLPT JLPT_2
おやつ,おやつ,JLPT JLPT_2
親指,おやゆび,JLPT JLPT_2
オルガン,オルガン,JLPT JLPT_2
恩恵,おんけい,JLPT JLPT_2
温室,おんしつ,JLPT JLPT_2
温泉,おんせん,JLPT Intermediate_Japanese JLPT_2 Genki_Ln.9 Intermediate_Japanese_Ln.10 Genki
温帯,おんたい,JLPT JLPT_2
御中,おんちゅう,JLPT JLPT_2
女の人,おんなのひと,Genki_Ln.7 JLPT JLPT_2 Genki
～日,～か,JLPT JLPT_2
～下,～か,JLPT JLPT_2
～化,～か,JLPT JLPT_2
～科,～か,JLPT JLPT_2
～歌,～か,JLPT JLPT_2
～画,～が,JLPT_1 JLPT JLPT_2
カーブ,カーブ,JLPT JLPT_2
外～,がい～,JLPT JLPT_2
～外,～がい,JLPT JLPT_2
開会,かいかい,JLPT JLPT_2
会館,かいかん,JLPT JLPT_2
改札,かいさつ,JLPT JLPT_2
解散,かいさん,JLPT JLPT_2
海水浴,かいすいよく,JLPT JLPT_2
回数,かいすう,JLPT JLPT_2
回数券,かいすうけん,JLPT JLPT_2
改正,かいせい,JLPT JLPT_2
快晴,かいせい,JLPT JLPT_2
解説,かいせつ,JLPT JLPT_2
改造,かいぞう,JLPT JLPT_2
開通,かいつう,JLPT JLPT_2
回転,かいてん,JLPT JLPT_2
解答,かいとう,JLPT JLPT_2
回答,かいとう,JLPT JLPT_2
外部,がいぶ,JLPT JLPT_2
解放,かいほう,JLPT JLPT_2
開放,かいほう,JLPT JLPT_2
海洋,かいよう,JLPT JLPT_2
概論,がいろん,JLPT JLPT_2
却って,かえって,JLPT JLPT_2
家屋,かおく,JLPT JLPT_2
係わる,かかわる,JLPT JLPT_2
書留,かきとめ,JLPT JLPT_2
書取,かきとり,JLPT JLPT_2
垣根,かきね,JLPT JLPT_2
限り,かぎり,JLPT JLPT_2
各～,かく～,JLPT JLPT_2
架空,かくう,JLPT JLPT_2
各自,かくじ,JLPT JLPT_2
拡充,かくじゅう,JLPT JLPT_2
学術,がくじゅつ,JLPT JLPT_2
各地,かくち,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese
拡張,かくちょう,JLPT JLPT_2
角度,かくど,JLPT JLPT_2
学年,がくねん,JLPT JLPT_2
格別,かくべつ,JLPT JLPT_2
確率,かくりつ,JLPT JLPT_2
学力,がくりょく,JLPT JLPT_2
掛け算,かけざん,JLPT JLPT_2
可決,かけつ,JLPT JLPT_2
火口,かこう,JLPT JLPT_2
下降,かこう,JLPT JLPT_2
火山,かざん,JLPT JLPT_2 Intermediate_Japanese_Ln.10 Intermediate_Japanese
かしこまりました,かしこまりました,JLPT JLPT_2 Genki_Ln.20 Genki
貸し出し,かしだし,JLPT JLPT_2
過失,かしつ,JLPT JLPT_2
果実,かじつ,JLPT JLPT_2
貸間,かしま,JLPT JLPT_2
貸家,かしや,JLPT JLPT_2
箇所,かしょ,JLPT JLPT_2
過剰,かじょう,JLPT JLPT_2
かじる,かじる,JLPT JLPT_2
課税,かぜい,JLPT JLPT_2
下線,かせん,JLPT JLPT_2
カセット,カセット,JLPT JLPT_2
加速,かそく,JLPT JLPT_2
加速度,かそくど,JLPT JLPT_2
塊,かたまり,JLPT JLPT_2
固まる,かたまる,JLPT JLPT_2
片道,かたみち,JLPT JLPT_2
傾く,かたむく,JLPT JLPT_2
片寄る,かたよる,JLPT JLPT_2
～がち,～がち,JLPT JLPT_2
学科,がっか,JLPT JLPT_2
学会,がっかい,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese
学級,がっきゅう,JLPT JLPT_2
担ぐ,かつぐ,JLPT JLPT_2
括弧,かっこ,JLPT JLPT_2
活字,かつじ,JLPT JLPT_2
勝手に,かってに,JLPT JLPT_2
活力,かつりょく,JLPT JLPT_2
仮名,かな,JLPT JLPT_2
仮名遣い,かなづかい,JLPT JLPT_2
加熱,かねつ,JLPT JLPT_2
兼ねる,かねる,JLPT JLPT_2
カバー,カバー,JLPT JLPT_2
過半数,かはんすう,JLPT JLPT_2
かび (～がはえる),かび (～がはえる),JLPT JLPT_2
被せる,かぶせる,JLPT JLPT_2
釜,かま,JLPT JLPT_2
構いません,かまいません,Intermediate_Japanese_Ln.4 JLPT JLPT_2 Intermediate_Japanese
紙屑,かみくず,JLPT JLPT_2
神様,かみさま,JLPT JLPT_2 Genki_Ln.20 Genki
剃刀,かみそり,JLPT JLPT_2
ガム,ガム,JLPT JLPT_2
貨物,かもつ,JLPT JLPT_2
カラー,カラー,JLPT JLPT_2
からかう,からかう,JLPT JLPT_2
空っぽ,からっぽ,JLPT JLPT_2
かるた,かるた,JLPT JLPT_2
枯れる,かれる,JLPT JLPT_2
カロリー,カロリー,JLPT JLPT_2
可愛がる,かわいがる,JLPT JLPT_2
為替,かわせ,JLPT JLPT_2
瓦,かわら,JLPT JLPT_2
～刊,～かん,JLPT JLPT_2
～間,～かん,JLPT JLPT_2
～巻,～かん,JLPT JLPT_2
～館,～かん,JLPT JLPT_2
～感,～かん,JLPT JLPT_2
換気,かんき,JLPT JLPT_2
感激,かんげき,JLPT JLPT_2
関西,かんさい,JLPT JLPT_2
元日,がんじつ,JLPT JLPT_2
鑑賞,かんしょう,JLPT JLPT_2
感ずる,かんずる,JLPT JLPT_2
間接,かんせつ,JLPT JLPT_2
観測,かんそく,JLPT JLPT_2
寒帯,かんたい,JLPT JLPT_2
官庁,かんちょう,JLPT JLPT_2
勘違い,かんちがい,JLPT JLPT_2
缶詰,かんづめ,JLPT JLPT_2
乾電池,かんでんち,JLPT JLPT_2
関東,かんとう,JLPT JLPT_2
観念,かんねん,JLPT JLPT_2
乾杯,かんぱい,JLPT_2 JLPT Genki_Ln.8 Genki
看板,かんばん,JLPT JLPT_2
看病,かんびょう,JLPT JLPT_2
冠,かんむり,JLPT JLPT_2
漢和,かんわ,JLPT JLPT_2
～期,～き,JLPT JLPT_2
～器,～き,JLPT JLPT_2
～機,～き,JLPT JLPT_2
気圧,きあつ,JLPT JLPT_2
着替え,きがえ,JLPT JLPT_2
着替える,きがえる,JLPT Intermediate_Japanese JLPT_2 Genki Intermediate_Japanese_Ln.10 Genki_Ln.21
機関車,きかんしゃ,JLPT JLPT_2
飢饉,ききん,JLPT JLPT_2
器具,きぐ,JLPT JLPT_2
記号,きごう,JLPT JLPT_2
刻む,きざむ,JLPT JLPT_2
儀式,ぎしき,JLPT JLPT_2
基準,きじゅん,JLPT JLPT_2
規準,きじゅん,JLPT JLPT_2
起床,きしょう,JLPT JLPT_2
着せる,きせる,JLPT JLPT_2
基礎,きそ,JLPT JLPT_2
基地,きち,JLPT JLPT_2
きっかけ,きっかけ,JLPT JLPT_2
ぎっしり,ぎっしり,JLPT JLPT_2
基盤,きばん,JLPT JLPT_2
～気味,～ぎみ,JLPT JLPT_2
客席,きゃくせき,JLPT JLPT_2
客間,きゃくま,JLPT JLPT_2
ギャング,ギャング,JLPT JLPT_2
キャンパス,キャンパス,JLPT JLPT_2
休業,きゅうぎょう,JLPT JLPT_2
休講,きゅうこう,JLPT JLPT_2
給与,きゅうよ,JLPT JLPT_2
休養,きゅうよう,JLPT JLPT_2
清い,きよい,JLPT JLPT_2
～教,～きょう,JLPT JLPT_2
～行,～ぎょう,JLPT JLPT_2
～業,～ぎょう,JLPT JLPT_2
強化,きょうか,JLPT JLPT_2
境界,きょうかい,JLPT JLPT_2
共産～,きょうさん～,JLPT JLPT_2
行事,ぎょうじ,JLPT JLPT_2
恐縮,きょうしゅく,JLPT JLPT_2
教養,きょうよう,JLPT JLPT_2
行列,ぎょうれつ,JLPT JLPT_2
漁業,ぎょぎょう,JLPT JLPT_2
曲線,きょくせん,JLPT JLPT_2
規律,きりつ,JLPT JLPT_2
斬る,きる,JLPT JLPT_2
～きる,～きる,JLPT JLPT_2
～切れ,～きれ,JLPT JLPT_2
気を付ける,きをつける,JLPT JLPT_2
金魚,きんぎょ,JLPT JLPT_2
区域,くいき,JLPT JLPT_2
空～,くう～,JLPT JLPT_2
偶数,ぐうすう,JLPT JLPT_2
空想,くうそう,JLPT JLPT_2
空中,くうちゅう,JLPT JLPT_2
クーラー,クーラー,JLPT JLPT_2
釘,くぎ,JLPT JLPT_2
区切る,くぎる,JLPT JLPT_2
櫛,くし,JLPT JLPT_2
くしゃみ,くしゃみ,JLPT JLPT_2
苦情,くじょう,JLPT JLPT_2
苦心,くしん,JLPT JLPT_2
屑,くず,JLPT JLPT_2
崩す,くずす,JLPT JLPT_2
薬指,くすりゆび,JLPT JLPT_2
崩れる,くずれる,JLPT JLPT_2
砕く,くだく,JLPT JLPT_2
砕ける,くだける,JLPT JLPT_2
くたびれる,くたびれる,JLPT JLPT_2
くだらない,くだらない,JLPT JLPT_2
～口,～くち,JLPT JLPT_2
唇,くちびる,JLPT JLPT_2
口紅,くちべに,JLPT JLPT_2
くっつく,くっつく,JLPT JLPT_2
くっつける,くっつける,JLPT JLPT_2
くどい,くどい,JLPT JLPT_2
句読点,くとうてん,JLPT JLPT_2
配る,くばる,JLPT JLPT_2
工夫,くふう,JLPT JLPT_2
区分,くぶん,JLPT JLPT_2
組合せ,くみあわせ,JLPT JLPT_2
組み立てる,くみたてる,JLPT JLPT_2
悔やむ,くやむ,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.11
クリーニング,クリーニング,JLPT JLPT_2
くるむ,くるむ,JLPT JLPT_2
くれぐれも,くれぐれも,JLPT JLPT_2
～家,～け,JLPT JLPT_2
～形,～けい,JLPT JLPT_2
～系,～けい,JLPT_1 JLPT JLPT_2
稽古,けいこ,JLPT JLPT_2
敬語,けいご,JLPT Intermediate_Japanese Genki_Ln.19 JLPT_2 Intermediate_Japanese_Ln.13 Genki
蛍光灯,けいこうとう,JLPT JLPT_2
形式,けいしき,JLPT JLPT_2
継続,けいぞく,JLPT JLPT_2
毛糸,けいと,JLPT JLPT_2
経度,けいど,JLPT JLPT_2
系統,けいとう,JLPT JLPT_2
芸能,げいのう,JLPT JLPT_2
競馬,けいば,JLPT JLPT_2
警備,けいび,JLPT JLPT_2
形容詞,けいようし,JLPT JLPT_2
形容動詞,けいようどうし,JLPT JLPT_2
外科,げか,JLPT JLPT_2
毛皮,けがわ,JLPT JLPT_2
激増,げきぞう,JLPT JLPT_2
下車,げしゃ,JLPT JLPT_2
下旬,げじゅん,JLPT JLPT_2
下水,げすい,JLPT JLPT_2
削る,けずる,JLPT JLPT_2
桁,けた,JLPT JLPT_2
下駄,げた,JLPT JLPT_2
血圧,けつあつ,JLPT JLPT_2
月給,げっきゅう,JLPT JLPT_2
傑作,けっさく,JLPT JLPT_2
月末,げつまつ,JLPT JLPT_2
気配,けはい,JLPT JLPT_2
下品,げひん,JLPT JLPT_2
煙い,けむい,JLPT JLPT_2
険しい,けわしい,JLPT JLPT_2
～圏,～けん,JLPT_1 JLPT JLPT_2
現～,げん～,JLPT JLPT_2
見学,けんがく,JLPT JLPT_2
謙虚,けんきょ,JLPT JLPT_2
原稿,げんこう,JLPT JLPT_2
原産,げんさん,JLPT JLPT_2
原始,げんし,JLPT JLPT_2
研修,けんしゅう,JLPT JLPT_2
厳重,げんじゅう,JLPT JLPT_2
謙遜,けんそん,JLPT JLPT_2
県庁,けんちょう,JLPT JLPT_2
限度,げんど,JLPT JLPT_2
現に,げんに,JLPT JLPT_2
顕微鏡,けんびきょう,JLPT JLPT_2
懸命,けんめい,JLPT JLPT_2
原理,げんり,JLPT JLPT_2
原料,げんりょう,JLPT JLPT_2
小～,こ～,JLPT JLPT_2
恋しい,こいしい,JLPT JLPT_2
高～,こう～,JLPT JLPT_2
～校,～こう,JLPT JLPT_2
～港,～こう,JLPT JLPT_2
～号,～ごう,JLPT JLPT_2
工員,こういん,JLPT JLPT_2
強引,ごういん,JLPT JLPT_2
公害,こうがい,JLPT JLPT_2
高級,こうきゅう,Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese
公共,こうきょう,JLPT JLPT_2
工芸,こうげい,JLPT JLPT_2
孝行,こうこう,JLPT JLPT_2
交差,こうさ,JLPT JLPT_2
講師,こうし,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese
工事,こうじ,JLPT JLPT_2
公式,こうしき,JLPT JLPT_2
口実,こうじつ,JLPT JLPT_2
こうして,こうして,JLPT JLPT_2
公衆,こうしゅう,JLPT JLPT_2
香水,こうすい,JLPT JLPT_2
功績,こうせき,JLPT JLPT_2
光線,こうせん,JLPT JLPT_2
高層,こうそう,JLPT JLPT_2
構造,こうぞう,JLPT JLPT_2
交替,こうたい,JLPT JLPT_2
耕地,こうち,JLPT JLPT_2
交通機関,こうつうきかん,JLPT JLPT_2
校庭,こうてい,JLPT JLPT_2
肯定,こうてい,JLPT JLPT_2
高度,こうど,JLPT JLPT_2
高等,こうとう,JLPT JLPT_2
合同,ごうどう,JLPT JLPT_2
高等学校,こうとうがっこう,JLPT JLPT_2
公表,こうひょう,JLPT JLPT_2
鉱物,こうぶつ,JLPT JLPT_2
公務,こうむ,JLPT JLPT_2
項目,こうもく,JLPT JLPT_2
紅葉,こうよう,Intermediate_Japanese_Ln.4 JLPT JLPT_2 Intermediate_Japanese
合理,ごうり,JLPT JLPT_2
交流,こうりゅう,JLPT JLPT_2
合流,ごうりゅう,JLPT JLPT_2
効力,こうりょく,JLPT JLPT_2
コース,コース,JLPT JLPT_2
コーラス,コーラス,JLPT JLPT_2
焦がす,こがす,JLPT JLPT_2
～国,～こく,JLPT JLPT_2
国王,こくおう,JLPT JLPT_2
国立,こくりつ,JLPT JLPT_2
ご苦労様,ごくろうさま,JLPT JLPT_2
焦げる,こげる,JLPT JLPT_2
凍える,こごえる,JLPT JLPT_2
心当たり,こころあたり,JLPT JLPT_2
心得る,こころえる,JLPT JLPT_2
腰掛け,こしかけ,JLPT JLPT_2
腰掛ける,こしかける,JLPT JLPT_2
五十音,ごじゅうおん,JLPT JLPT_2
こしらえる,こしらえる,JLPT JLPT_2
擦る,こする,JLPT JLPT_2
個体,こたい,JLPT JLPT_2
ごちそうさま,ごちそうさま,JLPT JLPT_2
こちらこそ,こちらこそ,JLPT JLPT_2
小遣い,こづかい,JLPT JLPT_2
コック,コック,JLPT JLPT_2
こっそり,こっそり,JLPT JLPT_2
古典,こてん,JLPT JLPT_2
～毎,～ごと,JLPT JLPT_2
〜 (まる) ごと,〜 (まる) ごと,JLPT JLPT_2
言付ける,ことづける,JLPT JLPT_2
言葉遣い,ことばづかい,JLPT JLPT_2
こないだ,こないだ,JLPT JLPT_2
御無沙汰,ごぶさた,JLPT JLPT_2
ゴム,ゴム,JLPT JLPT_2
御免,ごめん,JLPT JLPT_2
ごめんください,ごめんください,JLPT JLPT_2
小指,こゆび,JLPT JLPT_2
堪える,こらえる,JLPT JLPT_2
娯楽,ごらく,JLPT JLPT_2
御覧,ごらん,JLPT JLPT_2
コレクション,コレクション,JLPT JLPT_2
転がす,ころがす,JLPT JLPT_2
転がる,ころがる,JLPT JLPT_2
紺,こん,JLPT JLPT_2 Intermediate_Japanese_Ln.9 Intermediate_Japanese
今～,こん～,JLPT JLPT_2
コンクール,コンクール,JLPT JLPT_2
コンクリート,コンクリート,JLPT JLPT_2
混合,こんごう,JLPT JLPT_2
コンセント,コンセント,JLPT JLPT_2
献立,こんだて,JLPT JLPT_2
こんばんは,こんばんは,JLPT JLPT_2
サークル,サークル,JLPT JLPT_2
再～,さい～,JLPT JLPT_2
最～,さい～,JLPT JLPT_2
在学,ざいがく,JLPT JLPT_2
再三,さいさん,JLPT JLPT_2
祭日,さいじつ,JLPT JLPT_2
催促,さいそく,JLPT JLPT_2
採点,さいてん,JLPT JLPT_2
災難,さいなん,JLPT JLPT_2
裁縫,さいほう,JLPT JLPT_2
材木,ざいもく,JLPT JLPT_2
サイレン,サイレン,JLPT JLPT_2
逆さ,さかさ,JLPT JLPT_2
逆様,さかさま,JLPT JLPT_2
捜す,さがす,JLPT JLPT_2
遡る,さかのぼる,JLPT JLPT_2
酒場,さかば,JLPT JLPT_2
一昨昨日,さきおととい,JLPT JLPT_2
先程,さきほど,JLPT JLPT_2
索引,さくいん,JLPT JLPT_2
作者,さくしゃ,JLPT JLPT_2
削除,さくじょ,JLPT JLPT_2
作成,さくせい,JLPT JLPT_2
作製,さくせい,JLPT JLPT_2
探る,さぐる,JLPT JLPT_2
囁く,ささやく,JLPT JLPT_2
匙,さじ,JLPT JLPT_2
座敷,ざしき,JLPT JLPT_2
差し支え,さしつかえ,JLPT JLPT_2
差し引き,さしひき,JLPT_1 JLPT JLPT_2
刺身,さしみ,JLPT JLPT_2
(かさを～) さす,(かさを～) さす,JLPT JLPT_2 MediaMissing
流石,さすが,JLPT JLPT_2
撮影,さつえい,JLPT JLPT_2
雑音,ざつおん,JLPT JLPT_2
さっさと,さっさと,JLPT JLPT_2
早速,さっそく,JLPT JLPT_2
錆,さび,JLPT JLPT_2
錆びる,さびる,JLPT JLPT_2
座布団,ざぶとん,JLPT JLPT_2
妨げる,さまたげる,JLPT JLPT_2
さようなら,さようなら,JLPT JLPT_2
サラリーマン,サラリーマン,Genki_Ln.17 JLPT JLPT_2 Genki
騒がしい,さわがしい,JLPT JLPT_2
さわやか,さわやか,JLPT JLPT_2
～山,～さん,JLPT JLPT_2
～産,～さん,JLPT JLPT_2
三角,さんかく,JLPT JLPT_2
算数,さんすう,JLPT JLPT_2
産地,さんち,JLPT JLPT_2
サンプル,サンプル,JLPT JLPT_2
山林,さんりん,JLPT JLPT_2
～史,～し,JLPT JLPT_2
～紙,～し,JLPT JLPT_2
～寺,～じ,JLPT JLPT_2
仕上がる,しあがる,JLPT JLPT_2
明明後日,しあさって,JLPT JLPT_2
シーズン,シーズン,JLPT JLPT_2
シーツ,シーツ,JLPT JLPT_2
寺院,じいん,JLPT JLPT_2
しいんと (する),しいんと (する),JLPT JLPT_2
自衛,じえい,JLPT JLPT_2
塩辛い,しおからい,JLPT JLPT_2
司会,しかい,JLPT JLPT_2
四角い,しかくい,JLPT JLPT_2
仕方がない,しかたがない,JLPT JLPT_2
～時間目,～じかんめ,JLPT JLPT_2
時間割,じかんわり,JLPT JLPT_2
〜(日本) 式,～(にほん) しき,JLPT JLPT_2 MediaMissing
敷地,しきち,JLPT JLPT_2
敷く,しく,JLPT JLPT_2
茂る,しげる,JLPT JLPT_2
持参,じさん,JLPT JLPT_2
磁石,じしゃく,JLPT JLPT_2
四捨五入,ししゃごにゅう,JLPT JLPT_2
始終,しじゅう,JLPT JLPT_2
自習,じしゅう,JLPT JLPT_2 Intermediate_Japanese_Ln.13 Intermediate_Japanese
静まる,しずまる,JLPT JLPT_2
姿勢,しせい,JLPT JLPT_2
自然科学,しぜんかがく,JLPT JLPT_2
時速,じそく,JLPT JLPT_2
子孫,しそん,JLPT JLPT_2
死体,したい,JLPT JLPT_2
下書き,したがき,JLPT JLPT_2
自宅,じたく,Intermediate_Japanese_Ln.5 JLPT JLPT_2 Intermediate_Japanese
下町,したまち,JLPT JLPT_2
自治,じち,JLPT JLPT_2
室～,しつ～,JLPT JLPT_2
～室,～しつ,JLPT JLPT_2
～日,～じつ,JLPT JLPT_2
実感,じっかん,JLPT JLPT_2
湿気,しっき,JLPT JLPT_2
しつこい,しつこい,JLPT JLPT_2
実習,じっしゅう,JLPT JLPT_2
実績,じっせき,JLPT JLPT_2
執筆,しっぴつ,JLPT JLPT_2
実物,じつぶつ,Intermediate_Japanese_Ln.6 JLPT_2 JLPT Intermediate_Japanese
しっぽ,しっぽ,JLPT JLPT_2
実用,じつよう,JLPT JLPT_2
しつれいしました (かん),しつれいしました (かん),JLPT JLPT_2
実例,じつれい,JLPT JLPT_2
失恋,しつれん,JLPT JLPT_2
指定,してい,JLPT JLPT_2
私鉄,してつ,JLPT JLPT_2
縛る,しばる,JLPT JLPT_2
地盤,じばん,JLPT JLPT_2
しびれる,しびれる,JLPT JLPT_2
紙幣,しへい,JLPT JLPT_2
しぼむ,しぼむ,JLPT JLPT_2
絞る,しぼる,JLPT JLPT_2
縞,しま,JLPT JLPT_2
～おしまい (おわり),～おしまい (おわり),JLPT JLPT_2
しみじみ,しみじみ,JLPT JLPT_2
氏名,しめい,JLPT JLPT_2
締切,しめきり,JLPT JLPT_2 Intermediate_Japanese Intermediate_Japanese_Ln.3
締め切る,しめきる,JLPT JLPT_2
しめた (かん),しめた (かん),JLPT JLPT_2
地面,じめん,JLPT JLPT_2
～車,～しゃ,JLPT JLPT_2
～者,～しゃ,JLPT JLPT_2
～社,～しゃ,JLPT JLPT_2
ジャーナリスト,ジャーナリスト,JLPT JLPT_2
社会科学,しゃかいかがく,JLPT JLPT_2
しゃがむ,しゃがむ,JLPT JLPT_2
蛇口,じゃぐち,JLPT JLPT_2
弱点,じゃくてん,JLPT JLPT_2
車庫,しゃこ,JLPT JLPT_2
車掌,しゃしょう,JLPT JLPT_2
写生,しゃせい,JLPT JLPT_2
社説,しゃせつ,JLPT JLPT_2
しゃっくり,しゃっくり,JLPT JLPT_2
シャッター,シャッター,JLPT JLPT_2
しゃぶる,しゃぶる,JLPT JLPT_2
車輪,しゃりん,JLPT JLPT_2
洒落,しゃれ,JLPT JLPT_2
じゃんけん,じゃんけん,JLPT JLPT_2
～手,～しゅ,JLPT JLPT_2
～酒,～しゅ,JLPT JLPT_2
～集,～しゅう,JLPT JLPT_2
重～,じゅう～,JLPT JLPT_2
集会,しゅうかい,JLPT JLPT_2
集金,しゅうきん,JLPT JLPT_2
集合,しゅうごう,JLPT JLPT_2
習字,しゅうじ,JLPT JLPT_2
修繕,しゅうぜん,JLPT JLPT_2
じゅうたん (カーペット),じゅうたん (カーペット),JLPT JLPT_2
終点,しゅうてん,JLPT JLPT_2
重点,じゅうてん,JLPT JLPT_2
リズム,リズム,JLPT JLPT_2
リットル,リットル,JLPT JLPT_2
リボン,リボン,JLPT JLPT_2
略す,りゃくす,JLPT JLPT_2
～流,～りゅう,JLPT JLPT_2
流域,りゅういき,JLPT JLPT_2
両～,りょう～,JLPT JLPT_2
～料,～りょう,JLPT JLPT_2
～領,～りょう,JLPT JLPT_2
両側,りょうがわ,JLPT JLPT_2
漁師,りょうし,JLPT JLPT_2
領事,りょうじ,JLPT JLPT_2
領収,りょうしゅう,JLPT JLPT_2
～力,～りょく,JLPT JLPT_2
臨時,りんじ,JLPT JLPT_2
留守番,るすばん,JLPT JLPT_2 Genki_Ln.23 Genki
零点,れいてん,JLPT JLPT_2
冷凍,れいとう,JLPT JLPT_2
レインコート,レインコート,JLPT JLPT_2
レクリェーション,レクリェーション,JLPT JLPT_2
レジャー,レジャー,JLPT JLPT_2
列島,れっとう,JLPT JLPT_2
リポート,リポート,JLPT JLPT_2
煉瓦,れんが,JLPT JLPT_2
連合,れんごう,JLPT JLPT_2
レンズ,レンズ,JLPT JLPT_2
ろうそく,ろうそく,JLPT_2 JLPT Genki_Ln.18 Genki
ローマ字,ローマじ,JLPT_2 JLPT Intermediate_Japanese_Ln.15 Intermediate_Japanese
録音,ろくおん,JLPT JLPT_2
ロッカー,ロッカー,JLPT JLPT_2
ロビー,ロビー,JLPT JLPT_2
～論,～ろん,JLPT JLPT_2
論ずる,ろんずる,JLPT JLPT_2
和～,わ～,JLPT JLPT_2
～羽,～わ,JLPT JLPT_2
和英,わえい,JLPT JLPT_2
我～,わが～,JLPT JLPT_2
若々しい,わかわかしい,JLPT JLPT_2
詫びる,わびる,JLPT JLPT_2
和服,わふく,JLPT JLPT_2
割合に,わりあいに,JLPT JLPT_2
割算,わりざん,JLPT JLPT_2
割と,わりと,JLPT JLPT_2
割引,わりびき,JLPT JLPT_2
ワンピース,ワンピース,JLPT JLPT_2
アイデア; アイディア,アイデア; アイディア,JLPT JLPT_2
あいまい,あいまい,JLPT JLPT_2
扇ぐ,あおぐ,JLPT JLPT_2
青白い,あおじろい,JLPT JLPT_2
呆れる,あきれる,JLPT JLPT_2
アクセント,アクセント,JLPT JLPT_2
あくび,あくび,JLPT JLPT_2
飽くまで,あくまで,JLPT JLPT_2
明くる～,あくる～,JLPT JLPT_2
明け方,あけがた,JLPT JLPT_2
憧れる,あこがれる,JLPT JLPT_2
朝寝坊,あさねぼう,JLPT JLPT_2
足跡,あしあと,JLPT JLPT_2
足元,あしもと,JLPT JLPT_2
味わう,あじわう,JLPT JLPT_2
あちらこちら,あちらこちら,JLPT JLPT_2
厚かましい,あつかましい,JLPT JLPT_2
圧縮,あっしゅく,JLPT JLPT_2
宛名,あてな,JLPT JLPT_2
当てはまる,あてはまる,JLPT JLPT_2
当てはめる,あてはめる,JLPT JLPT_2
暴れる,あばれる,JLPT JLPT_2
あぶる,あぶる,JLPT JLPT_2
あふれる,あふれる,JLPT JLPT_2
雨戸,あまど,JLPT JLPT_2
甘やかす,あまやかす,JLPT JLPT_2
余る,あまる,JLPT JLPT_2
編み物,あみもの,JLPT JLPT_2
編む,あむ,Genki Genki_Ln.13 JLPT JLPT_2
危うい,あやうい,JLPT JLPT_2
怪しい,あやしい,JLPT JLPT_2
荒い,あらい,JLPT JLPT_2
粗い,あらい,JLPT JLPT_2
粗筋,あらすじ,JLPT JLPT_2
改めて,あらためて,JLPT JLPT_2
改める,あらためる,JLPT JLPT_2
有難い,ありがたい,JLPT JLPT_2
あれこれ,あれこれ,JLPT JLPT_2
荒れる,あれる,JLPT JLPT_2
慌ただしい,あわただしい,JLPT JLPT_2
安易,あんい,JLPT JLPT_2
アンテナ,アンテナ,JLPT JLPT_2
～位,～い,JLPT JLPT_2
言い出す,いいだす,JLPT JLPT_2
言い付ける,いいつける,JLPT JLPT_2
意義,いぎ,JLPT JLPT_2
生き生き,いきいき,JLPT JLPT_2
いきなり,いきなり,Intermediate_Japanese Intermediate_Japanese_Ln.13 JLPT JLPT_2
幾～,いく～,JLPT JLPT_2
育児,いくじ,Intermediate_Japanese Intermediate_Japanese_Ln.14 JLPT JLPT_2
幾分,いくぶん,JLPT JLPT_2
生け花,いけばな,JLPT JLPT_2
以後,いご,JLPT JLPT_2 Intermediate_Japanese_Ln.8 Intermediate_Japanese
